sigle;session;section;mode;jour;heure_debut;heure_fin
GBO-2040;H26;B;P;3;10:30;12:20
GBO-2040;H25;A;P;2;12:30;15:20
GBO-2040;H25;A;P;3;08:30;10:20
GBO-2040;H25;B;P;2;12:30;15:20
GBO-2040;H25;B;P;3;10:30;12:20
GBO-2040;H21;;;;;
GBO-2040;H22;;;;;
GBO-2040;H23;;;;;
GBO-2040;H24;;;;;
GBO-2040;H27;;;;;
GBO-2040;H28;;;;;
GBO-2040;H29;;;;;
GBO-2040;H30;;;;;
GBO-2040;H31;;;;;
GBO-4070;H26;A;P;2;16:30;19:20
GBO-4070;H25;A;P;2;16:30;19:20
GBO-4070;H21;;;;;
GBO-4070;H22;;;;;
GBO-4070;H23;;;;;
GBO-4070;H24;;;;;
GBO-4070;H27;;;;;
GBO-4070;H28;;;;;
GBO-4070;H29;;;;;
GBO-4070;H30;;;;;
GBO-4070;H31;;;;;
GCI-2004;H26;A;P;1;10:30;12:20
GCI-2004;H26;A;P;3;10:30;12:20
GCI-2004;H26;A;P;3;12:30;13:20
GCI-2004;H25;A;P;3;10:30;12:20
GCI-2004;H25;A;P;3;12:30;13:20
GCI-2004;H25;A;P;5;08:30;10:20
GCI-2004;H21;;;;;
GCI-2004;H22;;;;;
GCI-2004;H23;;;;;
GCI-2004;H24;;;;;
GCI-2004;H27;;;;;
GCI-2004;H28;;;;;
GCI-2004;H29;;;;;
GCI-2004;H30;;;;;
GCI-2004;H31;;;;;
GCI-2007;H26;A;P;2;08:30;11:20
GCI-2007;H26;A;P;4;15:30;17:20
GCI-2007;H25;A;P;3;14:30;17:20
GCI-2007;H25;A;P;4;15:30;16:20
GCI-2007;H21;;;;;
GCI-2007;H22;;;;;
GCI-2007;H23;;;;;
GCI-2007;H24;;;;;
GCI-2007;H27;;;;;
GCI-2007;H28;;;;;
GCI-2007;H29;;;;;
GCI-2007;H30;;;;;
GCI-2007;H31;;;;;
GCI-3001;A26;H;H;1;12:30;15:20
GCI-3001;A25;H;H;1;12:30;15:20
GCI-3001;A24;H;H;1;12:30;15:20
GCI-3001;A20;;;;;
GCI-3001;A21;;;;;
GCI-3001;A22;;;;;
GCI-3001;A23;;;;;
GCI-3001;A27;;;;;
GCI-3001;A28;;;;;
GCI-3001;A29;;;;;
GCI-3001;A30;;;;;
GCI-3001;A31;;;;;
GCI-3002;A23;A;P;3;12:30;15:20
GCI-3002;A18;;;;;
GCI-3002;A19;;;;;
GCI-3002;A20;;;;;
GCI-3002;A21;;;;;
GCI-3002;A22;;;;;
GCI-3002;A24;;;;;
GCI-3002;A25;;;;;
GCI-3002;A26;;;;;
GCI-3002;A27;;;;;
GCI-3002;A28;;;;;
GEL-1000;A26;A;P;2;08:30;11:20
GEL-1000;A26;A;P;5;09:30;10:20
GEL-1000;A25;A;P;2;08:30;11:20
GEL-1000;A25;A;P;5;09:30;10:20
GEL-1000;A24;A;P;2;08:30;11:20
GEL-1000;A24;A;P;5;09:30;10:20
GEL-1000;A20;;;;;
GEL-1000;A21;;;;;
GEL-1000;A22;;;;;
GEL-1000;A23;;;;;
GEL-1000;A27;;;;;
GEL-1000;A28;;;;;
GEL-1000;A29;;;;;
GEL-1000;A30;;;;;
GEL-1000;A31;;;;;
GEL-2003;H26;A;P;2;08:30;10:20
GEL-2003;H26;A;P;4;08:30;11:20
GEL-2003;H26;A;P;4;12:30;13:20
GEL-2003;H26;A;P;4;13:30;14:20
GEL-2003;H26;B;P;2;08:30;10:20
GEL-2003;H26;B;P;2;13:30;16:20
GEL-2003;H26;B;P;4;12:30;13:20
GEL-2003;H26;B;P;4;13:30;14:20
GEL-2003;H26;C;P;2;08:30;10:20
GEL-2003;H26;C;P;2;10:30;13:20
GEL-2003;H26;C;P;4;12:30;13:20
GEL-2003;H26;C;P;4;13:30;14:20
GEL-2003;H25;A;P;2;08:30;10:20
GEL-2003;H25;A;P;4;08:30;11:20
GEL-2003;H25;A;P;4;12:30;13:20
GEL-2003;H25;A;P;4;13:30;14:20
GEL-2003;H25;B;P;2;08:30;10:20
GEL-2003;H25;B;P;2;13:30;16:20
GEL-2003;H25;B;P;4;12:30;13:20
GEL-2003;H25;B;P;4;13:30;14:20
GEL-2003;H21;;;;;
GEL-2003;H22;;;;;
GEL-2003;H23;;;;;
GEL-2003;H24;;;;;
GEL-2003;H27;;;;;
GEL-2003;H28;;;;;
GEL-2003;H29;;;;;
GEL-2003;H30;;;;;
GEL-2003;H31;;;;;
GEL-4100;A26;A;P;5;08:30;11:20
GEL-4100;A25;A;P;5;08:30;11:20
GEL-4100;A24;A;P;5;08:30;11:20
GEL-4100;A20;;;;;
GEL-4100;A21;;;;;
GEL-4100;A22;;;;;
GEL-4100;A23;;;;;
GEL-4100;A27;;;;;
GEL-4100;A28;;;;;
GEL-4100;A29;;;;;
GEL-4100;A30;;;;;
GEL-4100;A31;;;;;
GEL-4250;H25;A;P;3;08:30;11:20
GEL-4250;H23;A;P;3;08:30;11:20
GEL-4250;H21;;;;;
GEL-4250;H22;;;;;
GEL-4250;H24;;;;;
GEL-4250;H26;;;;;
GEL-4250;H27;;;;;
GEL-4250;H28;;;;;
GEL-4250;H29;;;;;
GEL-4250;H30;;;;;
GEL-4799;A26;;;;;
GEL-4799;H26;;;;;
GEL-4799;A25;;;;;
GEL-4799;A20;;;;;
GEL-4799;A21;;;;;
GEL-4799;A22;;;;;
GEL-4799;A23;;;;;
GEL-4799;A24;;;;;
GEL-4799;A27;;;;;
GEL-4799;A28;;;;;
GEL-4799;A29;;;;;
GEL-4799;A30;;;;;
GEL-4799;A31;;;;;
GEL-4799;H21;;;;;
GEL-4799;H22;;;;;
GEL-4799;H23;;;;;
GEL-4799;H24;;;;;
GEL-4799;H25;;;;;
GEL-4799;H27;;;;;
GEL-4799;H28;;;;;
GEL-4799;H29;;;;;
GEL-4799;H30;;;;;
GEL-4799;H31;;;;;
GIF-1003;A26;A;P;2;09:30;12:20
GIF-1003;A26;A;P;5;12:30;14:20
GIF-1003;A26;B;P;2;09:30;12:20
GIF-1003;A26;B;P;5;14:30;16:20
GIF-1003;A26;C;P;2;09:30;12:20
GIF-1003;A26;C;P;5;16:30;18:20
GIF-1003;H26;A;P;3;09:30;12:20
GIF-1003;H26;A;P;5;10:30;12:20
GIF-1003;H26;B;P;3;09:30;12:20
GIF-1003;H26;B;P;5;12:30;14:20
GIF-1003;H26;C;P;3;09:30;12:20
GIF-1003;H26;C;P;5;14:30;16:20
GIF-1003;H26;D;P;3;09:30;12:20
GIF-1003;H26;D;P;5;16:30;18:20
GIF-1003;A25;A;P;2;15:30;18:20
GIF-1003;A25;A;P;5;12:30;14:20
GIF-1003;A25;B;P;2;15:30;18:20
GIF-1003;A25;B;P;5;14:30;16:20
GIF-1003;A25;C;P;2;15:30;18:20
GIF-1003;A25;C;P;5;16:30;18:20
GIF-1003;A20;;;;;
GIF-1003;A21;;;;;
GIF-1003;A22;;;;;
GIF-1003;A23;;;;;
GIF-1003;A24;;;;;
GIF-1003;A27;;;;;
GIF-1003;A28;;;;;
GIF-1003;A29;;;;;
GIF-1003;A30;;;;;
GIF-1003;A31;;;;;
GIF-1003;H21;;;;;
GIF-1003;H22;;;;;
GIF-1003;H23;;;;;
GIF-1003;H24;;;;;
GIF-1003;H25;;;;;
GIF-1003;H27;;;;;
GIF-1003;H28;;;;;
GIF-1003;H29;;;;;
GIF-1003;H30;;;;;
GIF-1003;H31;;;;;
GIF-4101;A26;H;H;3;08:30;10:20
GIF-4101;A25;H;H;3;08:30;10:20
GIF-4101;A24;H;H;3;08:30;10:20
GIF-4101;A20;;;;;
GIF-4101;A21;;;;;
GIF-4101;A22;;;;;
GIF-4101;A23;;;;;
GIF-4101;A27;;;;;
GIF-4101;A28;;;;;
GIF-4101;A29;;;;;
GIF-4101;A30;;;;;
GIF-4101;A31;;;;;
GIN-2010;H26;A;P;1;08:30;10:20
GIN-2010;H26;A;P;1;10:30;12:20
GIN-2010;H26;A;P;4;13:30;15:20
GIN-2010;H25;A;P;1;08:30;10:20
GIN-2010;H25;A;P;1;10:30;12:20
GIN-2010;H25;A;P;4;13:30;15:20
GIN-2010;H21;;;;;
GIN-2010;H22;;;;;
GIN-2010;H23;;;;;
GIN-2010;H24;;;;;
GIN-2010;H27;;;;;
GIN-2010;H28;;;;;
GIN-2010;H29;;;;;
GIN-2010;H30;;;;;
GIN-2010;H31;;;;;
GIN-2110;A26;A;P;2;09:30;12:20
GIN-2110;A26;A;P;4;15:30;17:20
GIN-2110;A26;B;P;2;09:30;12:20
GIN-2110;A26;B;P;5;08:30;10:20
GIN-2110;A25;A;P;2;09:30;12:20
GIN-2110;A25;A;P;4;15:30;17:20
GIN-2110;A25;B;P;2;09:30;12:20
GIN-2110;A25;B;P;5;08:30;10:20
GIN-2110;A24;A;P;2;09:30;12:20
GIN-2110;A24;A;P;4;15:30;17:20
GIN-2110;A24;B;P;2;09:30;12:20
GIN-2110;A24;B;P;5;08:30;10:20
GIN-2110;A20;;;;;
GIN-2110;A21;;;;;
GIN-2110;A22;;;;;
GIN-2110;A23;;;;;
GIN-2110;A27;;;;;
GIN-2110;A28;;;;;
GIN-2110;A29;;;;;
GIN-2110;A30;;;;;
GIN-2110;A31;;;;;
GIN-3010;H26;A;P;3;08:30;11:20
GIN-3010;H25;A;P;3;08:30;11:20
GIN-3010;H21;;;;;
GIN-3010;H22;;;;;
GIN-3010;H23;;;;;
GIN-3010;H24;;;;;
GIN-3010;H27;;;;;
GIN-3010;H28;;;;;
GIN-3010;H29;;;;;
GIN-3010;H30;;;;;
GIN-3010;H31;;;;;
GIN-3110;A26;A;P;2;08:30;10:20
GIN-3110;A26;A;P;4;13:30;15:20
GIN-3110;A25;A;P;2;08:30;10:20
GIN-3110;A25;A;P;4;13:30;15:20
GIN-3110;A24;A;P;2;08:30;10:20
GIN-3110;A24;A;P;4;13:30;15:20
